Prefix,Firstname,Lastname,Prefix_1,Firstname_1,Lastname_1,P-Levenschtein Distance,F-Levenschtein Distance,L-Levenschtein Distance,P-Jaccard,F-Jaccard,L-Jaccard,P-jaroWinkler,F-jaroWinkler,L-jaroWinkler,sum,Label
marcotijuana,marco,p,purshi,purushotham,p,0.166666667,0.181818182,1,0.166666667,0.25,0.5,0.5,0.53,1,4.295151515,F
markt,mark,thomas,zawadzki,mark,zawadzki,0.25,1,0,0.153846154,0.5,0.071428571,0,1,0.43,3.405274725,F
marsht,tom,marsh,beagleboythefirst,tom,oneill,0.176470588,1,0,0.217391304,0.5,0,0,1,0,2.893861893,F
mburbidg,michael,burbidge,mikeg,michael,gesundheit,0.25,1,0.2,0.230769231,0.5,0.277777778,0.1,1,0.55,4.108547009,F
me,raghavendra,prabhu,gopalak,ggk,prabhu,0,0.090909091,1,0,0.071428571,0.5,0,0.47,1,3.132337662,F
mike,michael,schronen,mike,mike,baranski,1,0.428571429,0.125,0.5,0.272727273,0.1875,1,0.78,0,4.293798701,F
mkalany,martin,kalany,ms,martin,schaaf,0.142857143,1,0.166666667,0.111111111,0.5,0.166666667,0.59,1,0.56,4.237301587,F
nickdu,nicholas,duane,nwolchko,nicholas,wolchko,0.25,1,0,0.214285714,0.5,0,0.66,1,0,3.624285714,F
obfischer,oliver,fischer,oliverschoenwald,oliver,schoenwald,0.3125,1,0.2,0.28,0.5,0.235294118,0.68,1,0.66,4.867794118,F
peter,peter,mutsaers,peter,peter,merikan,1,1,0.125,0.5,0.5,0.266666667,1,1,0.1,5.491666667,F
ravik,ravi,g,raviaroy,ravi,roy,0.5,1,0,0.307692308,0.5,0,0.86,1,0,4.167692308,F
rg,gallagher,attsi,ts,schulting,attsi,0,0,1,0,0.166666667,0.5,0,0.44,1,3.106666667,F
robspilker,rob,spilker,rob,rob,eden,0.3,1,0.142857143,0.230769231,0.5,0.090909091,0.84,1,0,4.104535465,F
robspilker,rob,spilker,robcash,rob,cash,0.3,1,0,0.235294118,0.5,0.090909091,0.76,1,0.46,4.346203209,F
schiang,sc,,lvxiaoyi,,,0.25,0,,0.133333333,0,,0.51,0,0,,F
scohen,steve,cohen,steveash,steve,ash,0.25,1,0.2,0.214285714,0.5,0.125,0.1,1,0.51,3.899285714,F
siddiqhussain,siddiq,hussain,abidhussain,abid,hussain,0.615384615,0.166666667,1,0.375,0.2,0.5,0.76,0.61,1,5.227051282,F
simongibbs,simon,gibbs,simonliu,simon,liu,0.6,1,0.2,0.333333333,0.5,0.125,0.87,1,0.51,5.138333333,F
thomasporschberg,thomas,porschberg,thomaskathmann,thomas,kathmann,0.4375,1,0.1,0.233333333,0.5,0.055555556,0.79,1,0.41,4.526388889,F
thomasricaud,thomas,ricaud,thomas,thomas,koch,0.5,1,0.166666667,0.333333333,0.5,0.1,0.9,1,0.47,4.97,F
andyphillips,andrew,phillips,arcticman,andrew,tumpach,0.166666667,1,0,0.142857143,0.5,0.133333333,0.52,1,0.42,3.882857143,F
dave,david,thielen,daviddurham,david,durham,0.272727273,1,0,0.2,0.5,0.076923077,0.77,1,0.44,4.25965035,F
davidmiller,david,miller,davidmiller,davidmiller,davidmiller,1,0.454545455,0.545454545,0.5,0.3125,0.352941176,1,0.89,0,5.055441176,T
dlord,daniel,lord,jlord,jeff,lord,0.8,0,1,0.4,0.1,0.5,0.87,0,1,4.67,F
dserodio,daniel,serodio,pono,daniel,takamori,0.25,1,0.125,0.166666667,0.5,0.2,0.46,1,0,3.701666667,F
ellixson,andy,ellixson,andygrove,andy,grove,0.111111111,1,0,0.176470588,0.5,0.153846154,0.41,1,0,3.351427853,F
ghmemail,gareth,morgan,chip,chip,morgan,0.25,0,1,0.166666667,0.1,0.5,0.46,0,1,3.476666667,F
girishkulkarni,girish,kulkarni,girishvasireddy,girish,vasireddy,0.4,1,0,0.310344828,0.5,0.176470588,0.83,1,0.46,4.676815416,F
hoju,jacob,,milindr,milind,,0,0,,0,0,,0,0,0,,F
ibobrik,ian,babrou,ianh,ian,huynh,0.142857143,1,0,0.090909091,0.5,0.090909091,0.52,1,0,3.344675325,F
jeff,jeff,drost,jeff,jeff,nichols,1,1,0.142857143,0.5,0.5,0.166666667,1,1,0,5.30952381,F
jmitchtx,james,mitchell,jvera,james,vera,0.125,1,0.125,0.076923077,0.5,0.083333333,0.5,1,0,3.41025641,F
jstauffe,james,,staufferjames,james,stauffer,0.461538462,1,0,0.380952381,0.5,0,0.8,1,0,4.142490842,T
jvs,john,sichi,johngrup,john,grup,0.125,1,0,0.090909091,0.5,0,0.54,1,0,3.255909091,F
karthir,rangaswamy,karthik,vinkarthik,vin,karthik,0.6,0.1,1,0.352941176,0.076923077,0.5,0.82,0.48,1,4.929864253,F
keens,steven,keens,stevefuk,steven,fisher,0.25,1,0,0.307692308,0.5,0.181818182,0.55,1,0.41,4.19951049,F
kev,kevin,smolkowski,kcarbis,kevin,carbis,0.142857143,1,0.1,0.1,0.5,0.125,0.54,1,0.42,3.927857143,F
kevin,kevin,kevin,kevin,kevin,goess,1,1,0,0.5,0.5,0.1,1,1,0.47,5.57,T
logjuser,logjusermaillist,logjusermaillist,logjuser,list,users,1,0.25,0.3125,0.5,0.2,0.238095238,1,0.1,0.42,4.020595238,F
mda,mark,anderson,elihusmails,mark,mark,0.090909091,1,0.125,0.142857143,0.5,0.166666667,0,1,0.58,3.6054329,F
mesher,marc,,stephanpaulicke,paulicke,,0.133333333,0.25,,0.19047619,0.166666667,,0.46,0.58,0,,F
mikeblakeknox,mike,blakeknox,mjblecha,mike,blecha,0.307692308,1,0.333333333,0.238095238,0.5,0.266666667,0.64,1,0.7,4.985787546,F
peternerg,peter,nerg,pverhoye,peter,verhoye,0.333333333,1,0.285714286,0.235294118,0.5,0.181818182,0.61,1,0.6,4.746159919,F
petmagnusson,peter,magnusson,plin,peter,lin,0.166666667,1,0.111111111,0.125,0.5,0.083333333,0.1,1,0.48,3.566111111,F
rabbitwkx,,,stephenpain,stephen,,0,0,,0.15,0,,0,0,0,,F
rksingh,rakesh,singh,rakesharora,rakesh,arora,0.272727273,1,0,0.222222222,0.5,0,0.68,1,0,3.674949495,F
tclotworthy,tim,clotworthy,tdawson,tim,dawson,0.181818182,1,0.1,0.166666667,0.5,0.125,0.51,1,0.34,3.923484848,F
tmaccnj,tom,maccariella,tomsheehan,tom,sheehan,0.2,1,0.090909091,0.235294118,0.5,0.111111111,0.1,1,0,3.23731432,F
,akashseo,akashseo,,axbair,axbair,,0.125,0.125,,0.142857143,0.142857143,0,0.57,0.57,,F
anjan,anjan,rao,vasuvasi,srinivas,rao,0.25,0.25,1,0.153846154,0.153846154,0.5,0.55,0,1,3.857692308,F
atm,aaron,myers,dirtyvagabond,aaron,crow,0.076923077,1,0,0.125,0.5,0.111111111,0,1,0.48,3.293034188,F
billcomer,bill,comer,billwau,bill,au,0.444444444,1,0,0.25,0.5,0,0.8,1,0,3.994444444,F
chenliang,andrew,chen,mecho,echo,chen,0.111111111,0,1,0.214285714,0.1,0.5,0.53,0,1,3.455396825,F
chillweeder,andrew,b,andrewmarlow,andrew,marlow,0.083333333,1,0,0.217391304,0.5,0,0,1,0,2.800724638,F
cstaylor,chris,taylor,cheady,chris,heady,0.25,1,0,0.214285714,0.5,0.181818182,0.66,1,0.58,4.386103896,F
dan,dan,dan,dan,daniel,heidebrecht,1,0.5,0.090909091,0.5,0.333333333,0.071428571,1,0.88,0,4.375670996,F
danielknightly,daniel,knightly,pono,daniel,takamori,0.071428571,1,0,0.055555556,0.5,0.1875,0.44,1,0.5,3.754484127,F
davelevitt,dave,levitt,dbender,dave,bender,0.2,1,0.166666667,0.176470588,0.5,0.083333333,0.62,1,0.44,4.186470588,F
daviddurham,david,durham,lloy,david,lloyd,0,1,0,0,0.5,0.090909091,0,1,0,2.590909091,F
dlord,daniel,lord,dgomezferro,daniel,ferro,0.272727273,1,0.2,0.1875,0.5,0.222222222,0.57,1,0,3.952449495,F
jmcnally,john,mcnally,jice,john,eisenman,0.25,1,0,0.166666667,0.5,0.2,0.63,1,0.51,4.256666667,F
johntylerbush,john,bush,john,john,billings,0.307692308,1,0.125,0.235294118,0.5,0.166666667,0.86,1,0.51,4.704653092,F
kcarbis,kevin,carbis,kevin,kevin,kevin,0.285714286,1,0.166666667,0.166666667,0.5,0.090909091,0.61,1,0.46,4.27995671,F
logjdev,logj,list,logjuser,logj,logj,0.625,1,0.25,0.333333333,0.5,0.125,0.87,1,0.55,5.253333333,F
logjuser,logjuser,email,logjuser,logj,adamhmitchellgmailcom,1,0.5,0.238095238,0.5,0.333333333,0.192307692,1,0.9,0,4.663736264,F
logjuser,ml,email,logjuser,,list,1,0,0,0.5,0,0.222222222,1,0,0.48,3.202222222,F
mattbrown,matt,brown,kbrown,kevin,brown,0.555555556,0,1,0.333333333,0,0.5,0.8,0,1,4.188888889,F
michael,michael,duergner,mcatan,michael,catanzariti,0.285714286,1,0.090909091,0.230769231,0.5,0.105263158,0.68,1,0.31,4.202655765,F
michaelcoughlan,michael,coughlan,mchiocca,michael,chiocca,0.333333333,1,0.25,0.304347826,0.5,0.266666667,0.72,1,0.65,5.024347826,F
michaelroytman,michael,roytman,msemtd,michael,erskine,0.214285714,1,0,0.2,0.5,0.142857143,0.54,1,0.52,4.117142857,F
mikedevereaux,mike,devereaux,mikewilcox,mike,wilcox,0.384615385,1,0.111111111,0.217391304,0.5,0.066666667,0.78,1,0.43,4.489784467,F
praveensegu,praveen,praveen,praveenhasthal,praveen,hasthalapuram,0.571428571,1,0.076923077,0.32,0.5,0.15,0.86,1,0.41,4.888351648,F
rabbitwkx,,,dyf,,dyf,0,,0,0,,0,0,0,0,,F
rimovm,michael,rimov,michaelwiwchar,michael,wiwchar,0.071428571,1,0.142857143,0.15,0.5,0.166666667,0.33,1,0.45,3.810952381,F
rsteele,rich,steele,nabble,rich,livingstone,0.285714286,1,0.181818182,0.153846154,0.5,0.235294118,0.37,1,0,3.726672739,F
shawn,shawn,smith,franktemi,john,smith,0.111111111,0.2,1,0.142857143,0.222222222,0.5,0.54,0.63,1,4.346190476,F
skye,skye,wandermanmilne,reedwm,reed,wandermanmilne,0,0,1,0.1,0.125,0.5,0.47,0.5,1,3.695,F
srao,sanjeev,rao,anjan,anjan,rao,0.2,0.428571429,1,0.111111111,0.25,0.5,0.48,0.68,1,4.64968254,F
talex,alexander,troppmann,wimsie,alexander,warschun,0,1,0.111111111,0.090909091,0.5,0.176470588,0.46,1,0,3.33849079,F
tomcatuser,tomcat,group,tomcatuser,tomcatuserjakartaapacheorg,tomcatuserjakartaapacheorg,1,0.230769231,0.076923077,0.5,0.1875,0.161290323,1,0.85,0,4.00648263,T
zawadzki,mark,zawadzki,mmasterson,mark,masterson,0.1,1,0.111111111,0.055555556,0.5,0.058823529,0.41,1,0.41,3.645490196,F
abalmin,andrey,balmin,andrewkornev,andrey,kornev,0.166666667,1,0,0.105263158,0.5,0.083333333,0.54,1,0.44,3.835263158,F
afaizan,faizan,ahmed,ayossef,ahmed,ahmed,0.142857143,0.166666667,1,0.142857143,0.090909091,0.5,0.49,0.46,1,3.993290043,F
ajg,andy,gorski,andy,andy,rozman,0.25,1,0.166666667,0.142857143,0.5,0.166666667,0.57,1,0.39,4.186190476,F
ajtalati,ashish,talati,ashishsinghi,ashish,singhi,0.166666667,1,0.166666667,0.1,0.5,0.083333333,0.52,1,0.44,3.976666667,F
brennanspies,spies,brennan,michaelbrennan,michael,brennan,0.142857143,0.142857143,1,0.346153846,0.166666667,0.5,0,0.56,1,3.858534799,F
caron,john,caron,fisher,john,fisher,0,1,0,0.090909091,0.5,0.090909091,0,1,0,2.681818182,F
cnauroth,chris,nauroth,chris,chris,chris,0.25,1,0.142857143,0.230769231,0.5,0.166666667,0.6,1,0.45,4.34029304,F
davidkellerman,david,kellerman,dtonhofer,david,tonhofer,0.214285714,1,0,0.173913043,0.5,0.176470588,0.56,1,0.49,4.114669346,F
davidwood,david,wood,david,david,duddleston,0.555555556,1,0.1,0.357142857,0.5,0.142857143,0.91,1,0.45,5.015555556,F
jimfuller,jim,fuller,jimmoore,jim,moore,0.444444444,1,0.166666667,0.294117647,0.5,0.181818182,0.76,1,0.41,4.75704694,F
jstrachan,james,strachan,jamesn,james,noble,0.333333333,1,0,0.266666667,0.5,0.076923077,0.66,1,0,3.836923077,F
jwaugh,john,waugh,johnhaleani,john,haleani,0.181818182,1,0.142857143,0.176470588,0.5,0.166666667,0.53,1,0.45,4.14781258,F
kumar,manikumar,reddy,sreddyy,sreenivas,reddy,0,0.111111111,1,0.083333333,0.222222222,0.5,0,0.56,1,3.476666667,F
logjuser,jay,andrews,logjuser,logjinterest,logjinterest,1,0.083333333,0.25,0.5,0.066666667,0.210526316,1,0,0,3.110526316,F
logjuser,list,logjusers,logjuser,mark,himsley,1,0,0.111111111,0.5,0,0.1875,1,0,0,2.798611111,F
logjuser,logj,vececochranecom,logjuser,logjuserjakarta,logjuserjakartaapacheorg,1,0.266666667,0.208333333,0.5,0.210526316,0.205128205,1,0.85,0,4.240654521,F
logjuser,ml,email,logjuser,,logjuser,1,0,0,0.5,0,0.153846154,1,0,0,2.653846154,F
markt,mark,thomas,mlybarger,mark,lybarger,0.333333333,1,0,0.214285714,0.5,0.071428571,0.1,1,0.43,3.649047619,F
mhaddixmh,melissa,h,missywarnkin,melissa,warnkin,0.083333333,1,0,0.142857143,0.5,0,0.48,1,0,3.206190476,F
michaelmorello,michael,morello,mlgiroux,michael,giroux,0.214285714,1,0.142857143,0.227272727,0.5,0.153846154,0.1,1,0.37,3.708261738,F
richard,richard,han,rhendershot,richard,hendershot,0.181818182,1,0.2,0.222222222,0.5,0.153846154,0.61,1,0.66,4.527886558,F
rob,robert,elliot,robertvaessen,robert,vaessen,0.230769231,1,0,0.1875,0.5,0.076923077,0.82,1,0.44,4.255192308,F
scottrlemke,scott,lemke,chaddscott,scott,,0.090909091,1,0,0.238095238,0.5,0,0.58,1,0,3.409004329,F
scottrlemke,scott,lemke,scottchu,scott,chu,0.454545455,1,0,0.263157895,0.5,0,0.82,1,0,4.037703349,F
stephenhunter,stephen,hunter,sjames,stephen,james,0.153846154,1,0.166666667,0.105263158,0.5,0.090909091,0.55,1,0.46,4.026685069,F
stevel,steve,loughran,stevemcroberts,steve,mcroberts,0.357142857,1,0.111111111,0.25,0.5,0.117647059,0.84,1,0.32,4.495901027,F
thomasch,thomas,chang,thomasricaud,thomas,ricaud,0.583333333,1,0.166666667,0.35,0.5,0.181818182,0.89,1,0.58,5.251818182,F
vinsonlists,jason,vinson,jasonriz,jason,jason,0.363636364,1,0.5,0.210526316,0.5,0.272727273,0.54,1,0.59,4.976889952,F
adityanarain,aditya,srivastava,akprasad,aditya,prasad,0.25,1,0.4,0.25,0.5,0.25,0.1,1,0.61,4.36,F
akrieg,adam,krieg,adam,adam,milnesmith,0.166666667,1,0.1,0.1,0.5,0.133333333,0.52,1,0.53,4.05,F
bsiegel,siegel,j,harsh,harsh,j,0,0,1,0.083333333,0.090909091,0.5,0.45,0,1,3.124242424,F
danielpeonquiros,daniel,peon,gilliandaniel,daniel,gillian,0.1875,1,0.142857143,0.275862069,0.5,0.090909091,0,1,0,3.197128303,F
danlip,dan,lipofsky,dtertman,dan,ertman,0.125,1,0,0.214285714,0.5,0,0.49,1,0,3.329285714,F
dave,dave,cramer,davekriewall,dave,kriewall,0.333333333,1,0.125,0.25,0.5,0.214285714,0.87,1,0.51,4.802619048,F
dave,dave,gomboc,dglasser,dave,glasser,0.375,1,0.142857143,0.25,0.5,0.076923077,0.1,1,0.49,3.93478022,F
davidkellerman,david,kellerman,davidmyersscibearspace,david,myers,0.409090909,1,0.222222222,0.277777778,0.5,0.214285714,0.81,1,0.54,4.973376623,F
ewhauser,eric,hauser,egalluzzo,eric,email,0.222222222,1,0,0.176470588,0.5,0.181818182,0.61,1,0.46,4.150510992,F
hwestling,hans,westling,hasse,hans,brattberg,0.222222222,1,0.222222222,0.214285714,0.5,0.176470588,0.58,1,0,3.915200747,F
igl,igor,g,ndanig,naina,g,0.166666667,0,1,0.222222222,0.111111111,0.5,0,0.48,1,3.48,F
jbrunton,john,brunton,nisroc,john,lindsey,0.125,1,0,0.214285714,0.5,0.071428571,0,1,0.43,3.340714286,F
jochenhiller,jochen,hiller,jochenholzer,jochen,holzer,0.833333333,1,0.666666667,0.416666667,0.5,0.333333333,0.93,1,0.8,6.48,F
joejwang,joe,wang,jpolanik,joe,polanik,0.25,1,0.285714286,0.25,0.5,0.181818182,0.7,1,0.6,4.767532468,F
johnl,john,el,jlindwall,john,lindwall,0.333333333,1,0.125,0.214285714,0.5,0.1,0.68,1,0.54,4.492619048,F
logjuser,,logjuserloggingapacheorg,alessioronchi,,alessioronchiinwindit,0.153846154,,0.083333333,0.238095238,,0.244444444,0,0,0.56,,F
logjuser,log,list,logjuser,wendy,smoak,1,0,0,0.5,0,0.111111111,1,0,0.48,3.091111111,F
logperl,mike,schilli,m,mike,schilli,0,1,1,0,0.5,0.5,0,1,1,5,T
martin,dr,menzel,drevil,dr,evil,0.166666667,1,0.333333333,0.166666667,0.5,0.2,0.56,1,0.61,4.536666667,F
max,max,max,maxlapan,max,lapan,0.375,1,0.2,0.272727273,0.5,0.125,0.85,1,0.51,4.832727273,F
michaelerskine,michael,erskine,michaelarmida,michael,armida,0.642857143,1,0.285714286,0.333333333,0.5,0.153846154,0.87,1,0.54,5.325750916,F
michaelwechner,michael,wechner,mlgiroux,michael,giroux,0.142857143,1,0,0.181818182,0.5,0.076923077,0.1,1,0,3.001598402,F
navulurikondal,kondal,rao,anjan,anjan,rao,0.214285714,0.333333333,1,0.210526316,0.181818182,0.5,0.35,0.58,1,4.369963545,F
sdixit,sandeep,dixit,dasikasandy,sandeep,dasika,0.090909091,1,0.333333333,0.176470588,0.5,0.181818182,0.48,1,0.62,4.382531194,F
stevel,steve,loughran,stevej,steve,johnson,0.833333333,1,0.25,0.416666667,0.5,0.2,0.93,1,0.6,5.73,F
stevewidom,steve,widom,stevekuo,steve,kuo,0.6,1,0.2,0.333333333,0.5,0.125,0.87,1,0.51,5.138333333,F
tadsmith,tad,smith,yasumoto,joe,smith,0.375,0,1,0.25,0,0.5,0.67,0,1,3.795,F
ts,thomas,saxtoft,thalbig,thomas,halbig,0.142857143,1,0.142857143,0.111111111,0.5,0.076923077,0.59,1,0.44,4.003748474,F
ummmmm,doug,b,dglassm,doug,glassman,0.142857143,1,0,0.076923077,0.5,0,0.44,1,0,3.15978022,F
aandrade,alan,andrade,alangreenberg,alan,greenberg,0.384615385,1,0.111111111,0.238095238,0.5,0.1875,0.7,1,0.48,4.601321734,F
alan,alan,williamson,aandrade,alan,andrade,0.25,1,0.1,0.25,0.5,0.117647059,0.74,1,0.41,4.367647059,F
andrewpremdas,andrew,premdas,drew,andrew,hammond,0.307692308,1,0.142857143,0.235294118,0.5,0.214285714,0.77,1,0,4.170129282,F
cconroy,chris,conroy,clamprecht,chris,lamprecht,0.2,1,0.111111111,0.176470588,0.5,0.133333333,0.55,1,0.43,4.100915033,F
chrischang,chris,chang,chris,chris,smith,0.5,1,0,0.333333333,0.5,0.1,0.9,1,0,4.333333333,F
dev,devwicketapacheorg,devwicketapacheorg,dev,tomcat,list,1,0.111111111,0.111111111,0.5,0.166666667,0.090909091,1,0.48,0,3.45979798,F
drrobison,david,robison,davidmedinets,david,medinets,0.153846154,1,0.125,0.181818182,0.5,0.2,0.57,1,0.49,4.220664336,F
hanm,michael,han,mweir,michael,research,0,1,0.125,0.111111111,0.5,0.181818182,0,1,0,2.917929293,F
jbrunton,john,brunton,jc,john,cherouvim,0.125,1,0.111111111,0.1,0.5,0.1875,0.59,1,0.48,4.093611111,F
jlindwall,john,lindwall,jcollier,john,collier,0.111111111,1,0,0.235294118,0.5,0.2,0.61,1,0.49,4.146405229,F
kanikasingh,kanika,singh,ashish,ashish,singh,0.272727273,0.166666667,1,0.235294118,0.166666667,0.5,0.59,0.56,1,4.491354724,F
laughingbuddha,ashish,mishra,ashishgupta,ashish,gupta,0.357142857,1,0.166666667,0.28,0.5,0.090909091,0.55,1,0.46,4.404718615,F
logjuser,logjuserjakartaapacheorg,,logjuser,logjmailinglist,logjmailinglist,1,0.208333333,0,0.5,0.205128205,0,1,0.4,0,3.313461538,F
lzvoyager,lei,zhang,zty,tianyi,zhang,0.222222222,0.166666667,1,0.166666667,0.111111111,0.5,0,0.5,1,3.666666667,F
markmasse,mark,masse,losma,mark,losacco,0.222222222,1,0.142857143,0.214285714,0.5,0.166666667,0.54,1,0.4,4.186031746,F
materliklogj,dirk,materlik,hopmann,dirk,dirk,0,1,0.25,0.157894737,0.5,0.25,0.48,1,0.46,4.097894737,F
mkurley,mark,kurley,mclaassen,mark,claassen,0.222222222,1,0.125,0.1875,0.5,0.142857143,0.63,1,0.53,4.337579365,F
nateputnam,nate,putnam,natedrake,nate,drake,0.4,1,0,0.263157895,0.5,0.090909091,0.81,1,0.46,4.524066986,F
rahuly,rahul,yadav,vikasyadav,vikas,yadav,0.1,0,1,0.125,0.1,0.5,0.51,0.47,1,3.805,F
simonm,simon,mccorkindale,thecoop,simon,cooper,0.142857143,1,0.166666667,0.076923077,0.5,0.222222222,0.44,1,0.58,4.128669109,F
sshaikh,samir,,,,,0,0,,0,0,,0,0,0,,F
xhu,james,james,jamesscrimshire,james,scrimshire,0.066666667,1,0.1,0.055555556,0.5,0.2,0,1,0.53,3.452222222,F
afarmer,andrew,farmer,andrewpremdas,andrew,premdas,0.230769231,1,0.142857143,0.3,0.5,0.307692308,0.66,1,0,4.141318681,F
arobertson,alan,,,,,0,0,,0,0,,0,0,0,,F
augustynr,robert,augustyn,rupshall,robert,upshall,0.222222222,1,0.125,0.235294118,0.5,0.2,0,1,0,3.28251634,F
barneytoe,chris,garcia,chrisc,chris,chappell,0.111111111,1,0.125,0.066666667,0.5,0.142857143,0.43,1,0.36,3.735634921,F
bill,wjcarpenter,wjcarpenter,bill,bill,sorensen,1,0,0.363636364,0.5,0,0.210526316,1,0,0.62,3.694162679,F
davidcrisp,david,crisp,davidlao,david,lao,0.5,1,0,0.277777778,0.5,0,0.83,1,0,4.107777778,F
davidkellerman,david,kellerman,dthielen,david,thielen,0.428571429,1,0.222222222,0.272727273,0.5,0.25,0.69,1,0.67,5.033520924,F
dev,maven,list,commonsdev,jakarta,list,0.3,0.142857143,1,0.230769231,0.083333333,0.5,0,0.45,1,3.706959707,F
gshpsrule,dave,carlson,dave,dave,gosselin,0.111111111,1,0.125,0.076923077,0.5,0.266666667,0,1,0,3.079700855,F
hiteshp,hitesh,patel,hitesh,hitesh,hitesh,0.857142857,1,0.333333333,0.461538462,0.5,0.181818182,0.97,1,0.58,5.883832834,T
james,james,hughes,jvera,james,vera,0.2,1,0,0.3,0.5,0.1,0.1,1,0,3.2,F
javadevmtl,john,smith,jc,john,cherouvim,0.1,1,0,0.083333333,0.5,0.214285714,0.58,1,0,3.477619048,F
jgleason,jeff,gleason,jeff,jeff,drost,0.25,1,0.142857143,0.166666667,0.5,0.166666667,0.63,1,0,3.856190476,F
jwaugh,john,waugh,vines,john,vines,0,1,0,0,0.5,0,0,1,0,2.5,F
liangsun,liang,sun,liahsuan,liang,tzu,0.625,1,0,0.375,0.5,0.166666667,0.84,1,0.56,5.066666667,F
logjuser,log,list,logjuser,mailing,list,1,0.285714286,1,0.5,0.2,0.5,1,0,1,5.485714286,F
logjuser,maillist,logj,logjuser,log,posting,1,0.125,0.142857143,0.5,0.090909091,0.181818182,1,0,0.46,3.500584416,F
markmasse,mark,masse,mdiggory,mark,diggory,0.111111111,1,0,0.117647059,0.5,0,0.54,1,0,3.26875817,F
mdrob,mike,drob,mlepine,mike,lpine,0.142857143,1,0,0.083333333,0.5,0,0.5,1,0,3.226190476,F
pedrosacostapt,pedro,costa,pedrobsalazar,pedro,salazar,0.5,1,0.142857143,0.296296296,0.5,0.166666667,0.84,1,0.56,5.005820106,F
relaxedrob,robert,bram,robertnicholson,robert,nicholson,0.2,1,0,0.24,0.5,0,0.6,1,0,3.54,F
robert,robert,varga,rob,robert,elliot,0.5,1,0,0.333333333,0.5,0,0.88,1,0,4.213333333,F
sgfan,michael,michael,mwang,michael,it,0.2,1,0.142857143,0.3,0.5,0.111111111,0,1,0.55,3.803968254,F
snoopdave,dave,johnson,dglasser,dave,glasser,0,1,0.142857143,0.235294118,0.5,0.071428571,0,1,0.43,3.379579832,F
ssanders,scott,sanders,scottfarquhar,scott,farquhar,0.153846154,1,0.125,0.142857143,0.5,0.133333333,0.58,1,0.51,4.14503663,F
svramusi,steve,r,stevemeyfroidt,steve,meyfroidt,0.214285714,1,0.111111111,0.227272727,0.5,0.1,0.64,1,0,3.792669553,F
thomasporschberg,thomas,porschberg,thalbig,thomas,halbig,0.3125,1,0.2,0.217391304,0.5,0.1875,0.63,1,0,4.047391304,F
tomkasikci,tom,kasikci,tomdistler,tom,distler,0.4,1,0.142857143,0.25,0.5,0.142857143,0.72,1,0.36,4.515714286,F
ulrichkleeberger,ulrichkleebergerwittweidende,,bothnea,andreas,,0.125,0.071428571,,0.130434783,0.114285714,,0.47,0,0,,F
walterheestermans,walter,heestermans,wholladay,walter,holladay,0.176470588,1,0.181818182,0.192307692,0.5,0.105263158,0.1,1,0.53,3.78585962,F
xerces,david,balaic,davidlao,david,lao,0,1,0.333333333,0,0.5,0.222222222,0,1,0,3.055555556,F
yhliu,,,caglaokutan,,okutan,0.181818182,,0,0.125,,0,0,0,0,,F
yigongliu,liu,alabs,liushaohui,liu,shaohui,0.2,1,0.142857143,0.263157895,0.5,0.166666667,0.53,1,0.45,4.252681704,F
achepati,david,david,gray,david,gray,0.125,1,0,0.083333333,0.5,0.111111111,0.46,1,0.48,3.759444444,F
augustynr,robert,,bothnea,andreas,,0.111111111,0.142857143,,0.1875,0.153846154,,0.5,0.54,0,,F
barcia,roland,barcia,roland,roland,rder,0,1,0.166666667,0.166666667,0.5,0.1,0.39,1,0.47,3.793333333,F
bsiegel,siegel,j,atumpach,tumpach,j,0,0,1,0,0,0.5,0,0,1,2.5,F
cgu,,glc,carlospampin,,pampn,0.083333333,,0,0.066666667,,0,0.52,0,0,,F
daniel,daniel,serodio,dcarvalho,daniel,carvalho,0.333333333,1,0.25,0.2,0.5,0.133333333,0.65,1,0.51,4.576666667,F
david,david,hosier,davidcrisp,david,crisp,0.5,1,0.166666667,0.333333333,0.5,0.272727273,0.9,1,0.41,5.082727273,F
david,david,hosier,dlee,david,lee,0.2,1,0.166666667,0.111111111,0.5,0.111111111,0.54,1,0,3.628888889,F
deepak,deepak,gupta,vivekgupt,vivek,gupta,0.111111111,0.166666667,1,0.2,0.181818182,0.5,0,0.58,1,3.73959596,F
dlarmee,donald,larmee,dlarmee,dlarmee,dlarmee,1,0.142857143,0.857142857,0.5,0.230769231,0.461538462,1,0.58,0.95,5.722307692,T
dmiperl,dmitry,dmitry,dmitrymaven,dmitry,beransky,0.272727273,1,0.125,0.277777778,0.5,0.142857143,0.75,1,0.53,4.598362193,F
jamespage,james,page,jameshouse,james,house,0.6,1,0.2,0.315789474,0.5,0.111111111,0.85,1,0.48,5.056900585,F
jice,john,eisenman,jhiltenb,john,hiltenbrand,0.375,1,0.454545455,0.25,0.5,0.263157895,0.74,1,0.63,5.212703349,F
johnferron,john,ferron,johnlussmyer,john,lussmyer,0.333333333,1,0,0.272727273,0.5,0.142857143,0.82,1,0,4.068917749,F
jvs,john,sichi,fisher,john,fisher,0.166666667,1,0.333333333,0.111111111,0.5,0.272727273,0.5,1,0.59,4.473838384,F
logjuser,logj,,logjuser,log,apache,1,0.75,0,0.5,0.428571429,0,1,0.94,0,4.618571429,F
